	constitutional_XLogP	constitutional_MW	constitutional_LipinskiFailures	constitutional_nRotB	constitutional_MLogP	constitutional_nAtomLAC	constitutional_nAtomP	constitutional_nAtomLC	constitutional_nB	constitutional_nBase	constitutional_nAtom	constitutional_nAromBond	constitutional_naAromAtom	constitutional_ALogP	constitutional_ALogp2	constitutional_AMR	electronic_tpsaEfficiency	electronic_TopoPSA	electronic_nHBDon	electronic_nHBAcc	electronic_PPSA.1	electronic_PPSA.2	electronic_PPSA.3	electronic_PNSA.1	electronic_PNSA.2	electronic_PNSA.3	electronic_DPSA.1	electronic_DPSA.2	electronic_DPSA.3	electronic_FPSA.1	electronic_FPSA.2	electronic_FPSA.3	electronic_FNSA.1	electronic_FNSA.2	electronic_FNSA.3	electronic_WPSA.1	electronic_WPSA.2	electronic_WPSA.3	electronic_WNSA.1	electronic_WNSA.2	electronic_WNSA.3	electronic_RPCG	electronic_RNCG	electronic_RPCS	electronic_RNCS	electronic_THSA	electronic_TPSA	electronic_RHSA	electronic_RPSA	electronic_bpol	electronic_apol	geometrical_topoShape	geometrical_geomShape	geometrical_MOMI.X	geometrical_MOMI.Y	geometrical_MOMI.Z	geometrical_MOMI.XY	geometrical_MOMI.XZ	geometrical_MOMI.YZ	geometrical_MOMI.R	geometrical_LOBMAX	geometrical_LOBMIN	geometrical_GRAV.1	geometrical_GRAV.2	geometrical_GRAV.3	geometrical_GRAVH.1	geometrical_GRAVH.2	geometrical_GRAVH.3	geometrical_GRAV.4	geometrical_GRAV.5	geometrical_GRAV.6	geometrical_PPSA.1	geometrical_PPSA.2	geometrical_PPSA.3	geometrical_PNSA.1	geometrical_PNSA.2	geometrical_PNSA.3	geometrical_DPSA.1	geometrical_DPSA.2	geometrical_DPSA.3	geometrical_FPSA.1	geometrical_FPSA.2	geometrical_FPSA.3	geometrical_FNSA.1	geometrical_FNSA.2	geometrical_FNSA.3	geometrical_WPSA.1	geometrical_WPSA.2	geometrical_WPSA.3	geometrical_WNSA.1	geometrical_WNSA.2	geometrical_WNSA.3	geometrical_RPCG	geometrical_RNCG	geometrical_RPCS	geometrical_RNCS	geometrical_THSA	geometrical_TPSA	geometrical_RHSA	geometrical_RPSA	hybrid_Wlambda1.unity	hybrid_Wlambda2.unity	hybrid_Wlambda3.unity	hybrid_Wnu1.unity	hybrid_Wnu2.unity	hybrid_Weta1.unity	hybrid_Weta2.unity	hybrid_Weta3.unity	hybrid_WT.unity	hybrid_WA.unity	hybrid_WV.unity	hybrid_WK.unity	hybrid_WD.unity	hybrid_BCUTw.1l	hybrid_BCUTw.1h	hybrid_BCUTc.1l	hybrid_BCUTc.1h	hybrid_BCUTp.1l	hybrid_BCUTp.1h	topological_nSmallRings	topological_nAromRings	topological_nRingBlocks	topological_nAromBlocks	topological_nRings3	topological_nRings4	topological_nRings5	topological_nRings6	topological_nRings7	topological_nRings8	topological_nRings9	topological_tpsaEfficiency	topological_Zagreb	topological_WPATH	topological_WPOL	topological_VAdjMat	topological_VABC	topological_TopoPSA	topological_topoShape	topological_geomShape	topological_PetitjeanNumber	topological_MDEC.11	topological_MDEC.12	topological_MDEC.13	topological_MDEC.14	topological_MDEC.22	topological_MDEC.23	topological_MDEC.24	topological_MDEC.33	topological_MDEC.34	topological_MDEC.44	topological_MDEO.11	topological_MDEO.12	topological_MDEO.22	topological_MDEN.11	topological_MDEN.12	topological_MDEN.13	topological_MDEN.22	topological_MDEN.23	topological_MDEN.33	topological_khs.sLi	topological_khs.ssBe	topological_khs.ssssBe	topological_khs.ssBH	topological_khs.sssB	topological_khs.ssssB	topological_khs.sCH3	topological_khs.dCH2	topological_khs.ssCH2	topological_khs.tCH	topological_khs.dsCH	topological_khs.aaCH	topological_khs.sssCH	topological_khs.ddC	topological_khs.tsC	topological_khs.dssC	topological_khs.aasC	topological_khs.aaaC	topological_khs.ssssC	topological_khs.sNH3	topological_khs.sNH2	topological_khs.ssNH2	topological_khs.dNH	topological_khs.ssNH	topological_khs.aaNH	topological_khs.tN	topological_khs.sssNH	topological_khs.dsN	topological_khs.aaN	topological_khs.sssN	topological_khs.ddsN	topological_khs.aasN	topological_khs.ssssN	topological_khs.sOH	topological_khs.dO	topological_khs.ssO	topological_khs.aaO	topological_khs.sF	topological_khs.sSiH3	topological_khs.ssSiH2	topological_khs.sssSiH	topological_khs.ssssSi	topological_khs.sPH2	topological_khs.ssPH	topological_khs.sssP	topological_khs.dsssP	topological_khs.sssssP	topological_khs.sSH	topological_khs.dS	topological_khs.ssS	topological_khs.aaS	topological_khs.dssS	topological_khs.ddssS	topological_khs.sCl	topological_khs.sGeH3	topological_khs.ssGeH2	topological_khs.sssGeH	topological_khs.ssssGe	topological_khs.sAsH2	topological_khs.ssAsH	topological_khs.sssAs	topological_khs.sssdAs	topological_khs.sssssAs	topological_khs.sSeH	topological_khs.dSe	topological_khs.ssSe	topological_khs.aaSe	topological_khs.dssSe	topological_khs.ddssSe	topological_khs.sBr	topological_khs.sSnH3	topological_khs.ssSnH2	topological_khs.sssSnH	topological_khs.ssssSn	topological_khs.sI	topological_khs.sPbH3	topological_khs.ssPbH2	topological_khs.sssPbH	topological_khs.ssssPb	topological_Kier1	topological_Kier2	topological_Kier3	topological_HybRatio	topological_fragC	topological_FMF	topological_ECCEN	topological_SCH.3	topological_SCH.4	topological_SCH.5	topological_SCH.6	topological_SCH.7	topological_VCH.3	topological_VCH.4	topological_VCH.5	topological_VCH.6	topological_VCH.7	topological_C1SP1	topological_C2SP1	topological_C1SP2	topological_C2SP2	topological_C3SP2	topological_C1SP3	topological_C2SP3	topological_C3SP3	topological_C4SP3	topological_ATSp1	topological_ATSp2	topological_ATSp3	topological_ATSp4	topological_ATSp5	topological_ATSm1	topological_ATSm2	topological_ATSm3	topological_ATSm4	topological_ATSm5	topological_ATSc1	topological_ATSc2	topological_ATSc3	topological_ATSc4	topological_ATSc5	toxicity_label
flunitrazepam	2.34900	313.08627	0	2	2.45000	0	20	3	25	0	35	12	12	3.22150	10.37806	78.52980	0.24214	75.81000	0	3	293.80561	444.61695	19.10958	271.20016	-410.40806	-36.87733	22.60544	855.02501	55.98691	0.52000	0.78692	0.03382	0.48000	-0.72638	-0.06527	166.00186	251.21114	10.79702	153.22966	-231.88292	-20.83590	0.15085	0.18362	0.91083	7.32097	471.63459	93.37118	0.83474	0.16526	19.83548	42.42452	0.80000	0.60712	3407.08835	2111.83399	1873.53611	1.61333	1.81853	1.12719	6.91150	1.11596	1.11596	2076.84126	45.57237	12.75854	2197.13413	46.87360	13.00026	4640.60148	68.12196	16.67982	293.80561	444.61695	19.10958	271.20016	-410.40806	-36.87733	22.60544	855.02501	55.98691	0.52000	0.78692	0.03382	0.48000	-0.72638	-0.06527	166.00186	251.21114	10.79702	153.22966	-231.88292	-20.83590	0.15085	0.18362	0.91083	7.32097	471.63459	93.37118	0.83474	0.16526	1.57793	4.36992	7.29394	0.11916	0.33001	0.43158	0.36816	0.47562	13.24179	50.27868	113.81534	0.16312	1.27536	11.99740	19.00014	-0.27817	0.22840	3.89536	11.37323	3	2	2	2	0	0	0	2	1	0	0	0.24214	122	1063	43	5.64386	268.12323	75.81000	0.80000	0.60712	0.44444	0.00000	1.62879	1.96812	0.00000	7.64332	18.44582	0.00000	8.47937	0.00000	0.00000	0.59528	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.51640	0.20000	0	0	0	0	0	0	1	0	1	0	0	7	0	0	0	2	5	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.81120	7.48611	3.66514	0.12500	863.07000	0.48571	348	0.00000	0.00000	0.00000	0.15137	0.24930	0.00000	0.00000	0.00000	0.05183	0.06418	0	0	1	11	2	1	0	0	0	1529.52781	1836.21758	2642.66954	3110.30234	2642.76463	27.90539	28.01789	40.81723	49.14699	44.82850	0.42779	-0.17672	-0.08062	0.08269	-0.00756	1
fluocinolone	0.59800	412.16974	0	2	2.89000	2	6	4	32	0	55	0	0	-1.02800	1.05678	97.71390	0.27916	115.06000	4	6	366.08361	1061.85375	31.04375	234.30162	-679.60994	-63.87560	131.78198	1741.46369	94.91935	0.60975	1.76862	0.05171	0.39025	-1.13196	-0.10639	219.79119	637.52131	18.63821	140.67124	-408.02777	-38.34996	0.07291	0.13426	1.18550	0.63856	318.73313	281.65210	0.53088	0.46912	32.74538	60.22262	1.00000	0.84646	5702.45232	5230.55800	1333.81263	1.09022	4.27530	3.92151	7.21438	2.21693	2.21693	2371.87168	48.70187	13.33615	2652.40724	51.50153	13.84246	6484.09034	80.52385	18.64732	366.08361	1061.85375	31.04375	234.30162	-679.60994	-63.87560	131.78198	1741.46369	94.91935	0.60975	1.76862	0.05171	0.39025	-1.13196	-0.10639	219.79119	637.52131	18.63821	140.67124	-408.02777	-38.34996	0.07291	0.13426	1.18550	0.63856	318.73313	281.65210	0.53088	0.46912	1.55550	2.71453	10.81062	0.10315	0.18000	0.46912	0.48036	0.49040	15.08066	50.38423	111.11239	0.28764	1.43988	11.90000	18.99941	-0.39039	0.22931	4.56621	12.74261	4	0	1	0	0	0	1	3	0	0	0	0.27916	174	1810	73	6.00000	376.67694	115.06000	1.00000	0.84646	0.50000	0.16667	3.45241	4.28822	3.02387	4.95987	17.35768	9.15040	8.16269	12.28707	2.40685	2.60650	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0	0	0	0	0	0	2	0	4	0	3	0	5	0	0	3	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.20312	6.74777	2.50073	0.71429	2552.08000	0.30909	547	0.00000	0.00000	0.05893	0.41345	1.25184	0.00000	0.00000	0.05893	0.30432	0.74737	0	0	0	5	1	3	6	4	2	2468.13417	3188.37008	5371.81163	6383.99108	5535.92816	36.65090	35.15612	61.89403	86.98003	83.34072	0.80053	-0.14861	-0.27062	0.16844	-0.06147	0
fluocinonide	1.89300	494.21161	0	4	3.33000	2	6	6	39	0	67	0	0	0.08610	0.00741	119.07240	0.20058	99.13000	1	7	497.08357	1499.23908	29.19445	235.41802	-710.03734	-53.58414	261.66555	2209.27642	82.77859	0.67861	2.04674	0.03986	0.32139	-0.96933	-0.07315	364.11450	1098.19501	21.38498	172.44407	-520.10348	-39.25047	0.08567	0.12912	2.16070	0.61778	500.26244	232.23915	0.68295	0.31705	46.01062	73.82538	1.00000	0.74717	8031.41402	6722.63983	2684.14056	1.19468	2.99217	2.50458	8.17246	1.38261	1.38261	2976.59068	54.55814	14.38488	3295.99970	57.41080	14.88204	8285.97019	91.02730	20.23552	497.08357	1499.23908	29.19445	235.41802	-710.03734	-53.58414	261.66555	2209.27642	82.77859	0.67861	2.04674	0.03986	0.32139	-0.96933	-0.07315	364.11450	1098.19501	21.38498	172.44407	-520.10348	-39.25047	0.08567	0.12912	2.16070	0.61778	500.26244	232.23915	0.68295	0.31705	2.00281	5.44307	11.09833	0.10800	0.29352	0.47261	0.41193	0.52973	18.54422	93.53837	233.07064	0.19886	1.41426	11.90000	18.99942	-0.38958	0.25861	3.90830	13.29416	5	0	1	0	0	0	2	3	0	0	0	0.20058	212	3112	82	6.28540	456.95418	99.13000	1.00000	0.74717	0.50000	1.55658	6.14987	8.63135	6.38672	4.95987	17.96456	10.11334	9.00415	14.03837	3.32536	0.73703	2.18281	0.87721	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0	0	0	0	0	0	5	0	4	0	3	0	5	0	0	4	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.60092	8.24816	3.41300	0.73077	3851.09000	0.29851	786	0.00000	0.00000	0.13109	0.65205	1.75383	0.00000	0.00000	0.08298	0.38891	0.93660	0	0	1	5	1	6	7	4	2	2980.18901	3861.85894	6586.04678	7728.49678	7181.01853	43.42537	43.48449	77.43552	95.53765	99.33700	1.12356	-0.43569	-0.17865	0.21427	-0.09032	0
fluorescein	3.13900	332.06847	0	2	3.11000	0	25	3	28	0	37	21	20	4.17480	17.42896	86.75620	0.25245	83.83000	2	3	387.42065	742.95328	42.50995	253.39778	-485.93876	-48.72626	134.02287	1228.89203	91.23621	0.60457	1.15938	0.06634	0.39543	-0.75831	-0.07604	248.26629	476.09815	27.24116	162.38197	-311.39851	-31.22469	0.15170	0.18803	3.64497	6.17955	399.33164	241.48679	0.62316	0.37684	16.95048	47.21152	0.80000	0.68828	3600.02289	2253.21929	2194.88068	1.59772	1.64019	1.02658	7.02953	1.12758	1.01222	2243.36119	47.36413	13.09081	2376.87662	48.75322	13.34552	5140.96251	71.70051	17.25897	387.42065	742.95328	42.50995	253.39778	-485.93876	-48.72626	134.02287	1228.89203	91.23621	0.60457	1.15938	0.06634	0.39543	-0.75831	-0.07604	248.26629	476.09815	27.24116	162.38197	-311.39851	-31.22469	0.15170	0.18803	3.64497	6.17955	399.33164	241.48679	0.62316	0.37684	1.70184	5.91586	6.64324	0.11934	0.41483	0.19252	0.39658	0.47845	14.26093	60.67400	141.81799	0.09938	1.06755	11.85000	15.99894	-0.36070	0.29103	4.63419	12.81848	4	4	2	2	0	0	0	4	0	0	0	0.26422	138	1304	45	5.80735	298.20040	83.83000	0.80000	0.68828	0.44444	0.00000	0.00000	0.00000	0.00000	11.34537	30.03177	0.00000	15.89378	0.00000	0.00000	0.87358	0.75593	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	1	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.36735	7.55265	3.57525	0.00000	1000.05000	0.54054	400	0.00000	0.00000	0.00000	0.26478	0.56159	0.00000	0.00000	0.00000	0.08865	0.12790	0	0	1	14	5	0	0	0	0	1928.18618	2365.67275	3520.74841	3889.00018	3621.84594	28.87235	29.99255	45.09539	49.31720	50.20195	0.49831	-0.20272	-0.02608	-0.12230	0.18516	0
fluorometholone	1.95300	376.20499	0	1	3.33000	0	6	3	30	0	56	0	0	-0.07880	0.00621	99.17950	0.19830	74.60000	2	4	410.35634	852.53005	20.02216	165.60769	-344.05593	-37.75935	244.74865	1196.58598	57.78152	0.71247	1.48018	0.03476	0.28753	-0.59736	-0.06556	236.35049	491.02664	11.53205	95.38407	-198.16384	-21.74803	0.10173	0.18746	0.96771	0.89153	425.21070	150.75332	0.73826	0.26174	34.82200	61.82200	0.83333	0.83537	4673.26713	4270.39638	1178.23912	1.09434	3.96631	3.62439	6.91769	2.13231	2.13231	2118.36721	46.02572	12.84302	2415.37786	49.14649	13.41719	5615.54500	74.93694	17.77450	410.35634	852.53005	20.02216	165.60769	-344.05593	-37.75935	244.74865	1196.58598	57.78152	0.71247	1.48018	0.03476	0.28753	-0.59736	-0.06556	236.35049	491.02664	11.53205	95.38407	-198.16384	-21.74803	0.10173	0.18746	0.96771	0.89153	425.21070	150.75332	0.73826	0.26174	1.45075	3.43362	9.93723	0.09788	0.23166	0.43611	0.50037	0.51808	14.82161	53.51852	117.84087	0.25284	1.45457	11.90000	18.99841	-0.38962	0.18084	4.98069	13.06135	4	0	1	0	0	0	1	3	0	0	0	0.19830	164	1489	67	5.90689	370.32492	74.60000	0.83333	0.83537	0.45455	1.04004	6.44212	7.40803	4.81948	5.68616	16.03170	9.77210	6.33659	10.69761	2.40685	0.93619	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0	0	0	0	0	0	4	0	4	0	3	0	4	0	0	3	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.28000	6.00962	2.28258	0.72727	2779.05000	0.30357	476	0.00000	0.00000	0.07217	0.40567	1.14196	0.00000	0.00000	0.07217	0.32077	0.76716	0	0	0	5	1	4	5	5	2	2488.11918	3193.76534	5358.44104	6273.57970	5365.78587	31.59992	31.91015	56.73418	76.35737	68.89031	0.50611	-0.10381	-0.19785	0.14350	-0.00374	0
fluorouracil	-0.75900	130.01786	0	0	1.35000	0	8	0	9	0	12	6	6	0.65420	0.42798	18.90400	0.44763	58.20000	2	4	139.96090	157.81161	19.86454	174.17412	-196.38841	-41.57423	-34.21322	354.20002	61.43877	0.44554	0.50237	0.06324	0.55446	-0.62517	-0.13235	43.96662	49.57415	6.24015	54.71419	-61.69248	-13.05992	0.25089	0.24104	3.50318	11.20994	169.90309	144.23193	0.54086	0.45914	7.71862	13.40138	0.66667	0.41853	510.76777	355.66065	155.10711	1.43611	3.29300	2.29300	3.83501	1.23187	1.07345	876.42121	29.60441	9.56983	912.27295	30.20386	9.69858	1562.68464	39.53081	11.60443	139.96090	157.81161	19.86454	174.17412	-196.38841	-41.57423	-34.21322	354.20002	61.43877	0.44554	0.50237	0.06324	0.55446	-0.62517	-0.13235	43.96662	49.57415	6.24015	54.71419	-61.69248	-13.05992	0.25089	0.24104	3.50318	11.20994	169.90309	144.23193	0.54086	0.45914	0.00000	2.01283	2.18137	0.00000	0.47991	0.31844	0.52855	0.47484	4.19420	4.39072	8.58491	0.14007	1.32184	11.99761	19.00013	-0.27192	0.28299	4.10389	6.56424	1	1	1	1	0	0	0	1	0	0	0	0.50547	42	84	10	4.16993	103.11610	58.20000	0.66667	0.41853	0.40000	0.00000	0.00000	0.00000	0.00000	0.00000	1.88988	0.00000	1.65096	0.00000	0.00000	0.25000	0.00000	0.00000	0.00000	0.00000	0.00000	0.50000	0.00000	0.00000	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.11111	2.72222	1.70414	0.00000	72.05000	0.50000	67	0.00000	0.00000	0.00000	0.06804	0.20412	0.00000	0.00000	0.00000	0.01804	0.02155	0	0	2	1	0	0	0	0	0	304.79887	334.07804	415.26855	305.28637	97.69103	12.77094	10.91070	15.84839	14.45711	6.24181	0.43471	-0.21432	0.06148	-0.09981	-0.01592	1
fluoxetine	4.64700	309.13405	0	7	2.78000	3	7	6	23	1	40	12	12	3.81030	14.51839	78.33860	0.06877	21.26000	1	1	358.96381	594.49170	26.94422	264.00008	-437.21916	-35.51785	94.96373	1031.71086	62.46207	0.57622	0.95430	0.04325	0.42378	-0.70184	-0.05701	223.62149	370.34686	16.78527	164.46252	-272.37175	-22.12634	0.25158	0.20379	4.53346	2.81477	576.84713	46.11676	0.92597	0.07403	25.86273	45.49527	0.83333	0.72440	4049.17595	3068.21251	1522.23563	1.31972	2.66002	2.01560	7.35928	1.26993	1.01966	1831.68733	42.79822	12.23537	2014.41621	44.88225	12.62941	4107.10353	64.08669	16.01444	358.96381	594.49170	26.94422	264.00008	-437.21916	-35.51785	94.96373	1031.71086	62.46207	0.57622	0.95430	0.04325	0.42378	-0.70184	-0.05701	223.62149	370.34686	16.78527	164.46252	-272.37175	-22.12634	0.25158	0.20379	4.53346	2.81477	576.84713	46.11676	0.92597	0.07403	1.19419	5.49555	7.86783	0.08203	0.37750	0.47016	0.41137	0.43515	14.55756	59.19636	125.38812	0.15535	1.31668	11.85000	19.00041	-0.33761	0.41670	3.50370	10.16776	2	2	2	2	0	0	0	2	0	0	0	0.06877	108	1148	30	5.52356	278.24619	21.26000	0.83333	0.72440	0.45455	0.00000	1.88610	0.69776	0.10000	14.76855	14.80455	2.05295	2.10258	1.11105	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0	0	0	0	0	0	1	0	2	0	0	9	1	0	0	0	3	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.34026	8.74089	5.86420	0.29412	1219.05000	0.35000	398	0.00000	0.00000	0.00000	0.18540	0.15952	0.00000	0.00000	0.00000	0.05985	0.04375	0	0	0	10	2	2	2	0	0	1179.39558	1328.32631	1724.01460	1720.23233	1524.86470	27.64058	25.74190	38.74604	35.31735	32.20663	0.47148	-0.28028	0.04646	-0.02447	0.08969	0
fluoxymesterone	1.99800	336.21007	0	0	3.22000	0	4	0	27	0	53	0	0	0.47290	0.22363	89.22920	0.17111	57.53000	2	3	434.20129	761.49644	23.19544	116.93771	-205.08380	-27.93163	317.26358	966.58025	51.12707	0.78783	1.38168	0.04209	0.21217	-0.37211	-0.05068	239.30526	419.69039	12.78391	64.44893	-113.02968	-15.39421	0.12014	0.22207	3.68372	1.05614	412.05686	139.08214	0.74765	0.25235	33.86400	57.50000	1.00000	0.86262	3701.10862	3437.89823	866.46942	1.07656	4.27148	3.96771	6.44977	1.89133	1.89133	1841.77352	42.91589	12.25779	2137.35183	46.23150	12.88127	4749.08044	68.91357	16.80879	434.20129	761.49644	23.19544	116.93771	-205.08380	-27.93163	317.26358	966.58025	51.12707	0.78783	1.38168	0.04209	0.21217	-0.37211	-0.05068	239.30526	419.69039	12.78391	64.44893	-113.02968	-15.39421	0.12014	0.22207	3.68372	1.05614	412.05686	139.08214	0.74765	0.25235	1.54244	2.64199	9.31869	0.11423	0.19566	0.44722	0.47470	0.51206	13.50312	43.06855	94.54645	0.26759	1.43398	11.98842	18.99841	-0.39038	0.23839	4.80143	12.55355	4	0	1	0	0	0	1	3	0	0	0	0.17111	148	1083	58	5.75489	332.21564	57.53000	1.00000	0.86262	0.50000	0.59841	5.78935	3.83995	4.45982	7.95950	14.48371	10.96861	3.30250	8.10731	2.40685	0.42570	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0	0	0	0	0	0	3	0	7	0	1	0	3	0	0	2	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.41564	5.03938	1.96065	0.85000	2584.04000	0.32075	392	0.00000	0.00000	0.07217	0.44382	1.16737	0.00000	0.00000	0.07217	0.37550	0.84913	0	0	0	2	1	3	8	4	2	2159.58092	2760.84263	4612.16515	5211.04724	4136.21943	27.82545	28.57806	51.07000	65.58662	54.56194	0.36473	-0.07925	-0.11604	0.08704	-0.03266	0
flupenthixol	4.42300	434.16397	0	6	3.22000	3	14	3	33	2	55	12	12	4.33800	18.81824	117.07500	0.11979	52.01000	1	3	456.19679	937.40252	26.15126	292.19088	-600.39981	-43.11917	164.00591	1537.80233	69.27042	0.60957	1.25256	0.03494	0.39043	-0.80226	-0.05762	341.41205	701.54048	19.57128	218.67205	-449.33181	-32.26985	0.20277	0.19194	0.00000	6.70172	684.54453	63.84314	0.91469	0.08531	37.17918	64.72283	0.87500	0.75234	9928.45214	8248.71976	2668.48271	1.20364	3.72064	3.09116	9.33717	1.38884	1.22629	2612.03721	51.10809	13.77188	2865.63635	53.53164	14.20388	6154.36213	78.44974	18.32572	456.19679	937.40252	26.15126	292.19088	-600.39981	-43.11917	164.00591	1537.80233	69.27042	0.60957	1.25256	0.03494	0.39043	-0.80226	-0.05762	341.41205	701.54048	19.57128	218.67205	-449.33181	-32.26985	0.20277	0.19194	0.00000	6.70172	684.54453	63.84314	0.91469	0.08531	1.42036	4.72159	17.98075	0.05888	0.19573	0.45042	0.34808	0.59725	24.12270	117.14324	261.85116	0.30904	1.39575	11.99428	31.97207	-0.39450	0.41673	3.78113	12.31080	4	3	2	1	0	0	0	4	0	0	0	0.11979	160	2618	49	6.04439	384.17851	52.01000	0.87500	0.75234	0.46667	0.00000	0.00000	0.00000	0.00000	24.65458	22.93221	2.50881	7.27412	1.78549	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.33333	0	0	0	0	0	0	0	0	8	0	1	7	0	0	0	1	5	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.16804	10.29244	5.68879	0.39130	2494.07000	0.41818	782	0.00000	0.00000	0.00000	0.28007	0.50668	0.00000	0.00000	0.00000	0.14011	0.28262	0	0	0	10	4	8	1	0	0	2348.39187	2803.85373	3993.33295	4216.63041	3611.00247	42.12832	39.41411	61.25981	61.91926	53.66280	0.55695	-0.33165	-0.08807	0.23193	-0.04607	1
fluphenazine	4.16000	437.17487	0	7	3.00000	3	13	3	33	2	56	12	12	4.46750	19.95856	115.08850	0.12638	55.25000	1	4	501.89348	1095.32561	31.30808	266.39097	-581.36809	-41.39222	235.50251	1676.69370	72.70030	0.65327	1.42568	0.04075	0.34673	-0.75671	-0.05388	385.59696	841.52164	24.05351	204.66404	-446.65607	-31.80100	0.19094	0.18072	0.00000	6.30999	687.91052	80.37393	0.89539	0.10461	40.25238	64.72962	0.87500	0.91788	9360.05343	7771.48611	2843.99267	1.20441	3.29117	2.73260	9.22028	2.33737	2.29188	2638.74292	51.36870	13.81865	2901.31904	53.86389	14.26259	6289.59676	79.30698	18.45898	501.89348	1095.32561	31.30808	266.39097	-581.36809	-41.39222	235.50251	1676.69370	72.70030	0.65327	1.42568	0.04075	0.34673	-0.75671	-0.05388	385.59696	841.52164	24.05351	204.66404	-446.65607	-31.80100	0.19094	0.18072	0.00000	6.30999	687.91052	80.37393	0.89539	0.10461	2.04862	4.78587	16.67535	0.08714	0.20357	0.43772	0.32952	0.52735	23.50985	123.77205	310.77436	0.28197	1.29459	11.99428	31.97207	-0.39450	0.41677	3.75937	12.01707	4	3	2	1	0	0	0	4	0	0	0	0.12638	160	2618	49	6.04439	380.51574	55.25000	0.87500	0.91788	0.46667	0.00000	0.00000	0.00000	0.00000	24.65458	18.50293	2.50881	4.32964	1.54067	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.68501	0	0	0	0	0	0	0	0	9	0	0	7	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.16804	10.29244	5.68879	0.45455	2611.08000	0.41071	782	0.00000	0.00000	0.00000	0.28007	0.50668	0.00000	0.00000	0.00000	0.13607	0.27267	0	0	0	11	1	9	1	0	0	2283.22299	2722.38543	3874.13190	4088.80308	3502.09499	42.48830	39.91266	62.09072	63.19384	54.35514	0.62138	-0.36349	-0.09858	0.21223	-0.06617	0
